tweet_id,name,text,created_at,favourite_count,hashtags
1452601095918919683,CNN,"A Texas man is facing a first-degree murder charge related to the fatal shooting of a man sitting in a car outside his home earlier this month. 

The victim's family believes the case could test the limits of the state's so-called stand your ground law. https://t.co/L7BpfCHVsv",2021-10-25 11:41:03+00:00,318,[]
1452596058786340870,CNN,Tom Brady became the first player in NFL history to have thrown 600 touchdown passes in his career during the Tampa Bay Buccaneers rout of the Chicago Bears on Sunday https://t.co/HFxg6R345s,2021-10-25 11:21:03+00:00,338,[]
1452594041367957509,CNN,Facebook's history is littered with scandals. The Facebook Papers could mark the biggest one yet. https://t.co/IzIh3pXmTC,2021-10-25 11:13:02+00:00,998,[]
1452590797011001345,CNN,China celebrates 50 years of being in the UN -- and it's determined to keep Taiwan out | Analysis by @jessieyeung8 https://t.co/KGjWJU6Vn3 https://t.co/ueMwrQw85W,2021-10-25 11:00:08+00:00,166,[]
1452585754773921794,CNN,How the West made the most dangerous version of Putin | Analysis by @lukemcgee https://t.co/YGfVG8TouW https://t.co/ioO93ViItQ,2021-10-25 10:40:06+00:00,224,[]
1452580759894638596,CNN,"The concentration of greenhouse gases in the atmosphere has once again reached record highs, according to a UN report https://t.co/7oFmWhqkyy",2021-10-25 10:20:15+00:00,189,[]
1452575692445585408,CNN,"Authorities in China are reimposing lockdowns and other emergency measures to curb the spread of coronavirus, with health officials warning of a worsening outbreak after the country recorded more than 100 cases across 11 provinces over the last week. https://t.co/avHH2qUX5T",2021-10-25 10:00:07+00:00,306,[]
1452570648174383107,CNN,Singer-songwriter Ed Sheeran announced on Sunday that he has tested positive for Covid-19. https://t.co/M0hmECQkYe,2021-10-25 09:40:04+00:00,394,[]
1452565625088380928,CNN,"The shot that killed a cinematographer on a New Mexico film set last week was fired as actor Alec Baldwin was practicing drawing his gun, according to the director who was injured in the shooting, court documents show. https://t.co/n7LsVcpJKy",2021-10-25 09:20:07+00:00,242,[]
1452564958026285056,CNN,JUST IN: Sudan Prime Minister Abdalla Hamdok and his wife have been arrested and taken to an undisclosed location amid reports of apparent coup https://t.co/DHIeqaPh2w,2021-10-25 09:17:28+00:00,216,[]
1452564196827271171,CNN,RT @cnni: JUST IN: Sudan Prime Minister Abdalla Hamdok and his wife have been arrested and taken to an undisclosed location amid reports of…,2021-10-25 09:14:26+00:00,0,[]
1452560594863861766,CNN,The parody cryptocurrency shiba inu coin just climbed to an all-time high and is one of the biggest digital currencies by market value. https://t.co/OqlXF3ZaFI,2021-10-25 09:00:07+00:00,4723,[]
1452555802179477504,CNN,"America's worker shortage is alive and well, much to the misfortune of US companies that need staff to keep up with demand. https://t.co/IWxflyHGRq",2021-10-25 08:41:05+00:00,159,[]
