tweet_id,name,text,created_at,favourite_count,hashtags
1453816392743063553,CNN,"A senior US general says China is developing capabilities at a ""stunning"" pace and calls on the US and its allies to partner against threats https://t.co/2Eaqhhla1q",2021-10-28 20:10:13+00:00,356,[]
1453813869097492481,CNN,"A dramatic collapse on an airplane, an investigation, knocking on the door of an alleged assassin... 

@ClarissaWard's reporting on the poisoning of Alexey Navalny sounds like a spy novel but it's all true. 

Hear the story on this week's podcast. https://t.co/W3eOzhfWM9",2021-10-28 20:00:11+00:00,114,[]
1453811288086306816,CNN,Citigroup has told staff that US-based employees will be required to get fully vaccinated if they want to stay employed https://t.co/VB7uoouqyO,2021-10-28 19:49:56+00:00,571,[]
1453808230761705483,CNN,"Former first lady Michelle Obama will be guest starring in an episode of ABC's sitcom ""black-ish"" https://t.co/KSax4M1TJg",2021-10-28 19:37:47+00:00,1161,[]
1453804052849078281,CNN,"""The 'Rust' shooting has rekindled conversations in the entertainment industry about possibly putting an end to real guns on sets,"" writes @brianstelter | Analysis https://t.co/1qe52Y1xu8",2021-10-28 19:21:11+00:00,150,[]
1453800960246099969,CNN,A New York couple has been sentenced to prison after being convicted in last summer's assault of a Sesame Place employee that prosecutors said happened hours after the victim tried to enforce the theme park's face mask policy. https://t.co/V2pbGDAusB,2021-10-28 19:08:53+00:00,327,[]
1453795864133226499,CNN,"This dinosaur was brought to life using CGI for a UN agency's new campaign about the effects of fossil fuel subsidies. It's voiced by multiple celebrities in various languages, including actor Jack Black. https://t.co/8ImmFPbxhE https://t.co/CggdsF5LAY",2021-10-28 18:48:38+00:00,604,[]
1453792446903635968,CNN,JUST IN: Facebook is changing its company name to Meta as it confronts wide-ranging scrutiny of the real-world harms from its various platforms after a whistleblower leaked hundreds of internal documents. https://t.co/WfMHOxZO3y,2021-10-28 18:35:04+00:00,1520,[]
1453791217771327494,CNN,"When Sallie Kuria moved from Kenya to Germany in 2010, she met Klaus Müller, who worked in an airplane hangar. The day Klaus took Sallie flying marked the beginning of their love story. https://t.co/NxYXQO0AJJ",2021-10-28 18:30:11+00:00,113,[]
1453787429404565507,CNN,The House Select committee is growing increasingly frustrated with former White House chief of staff Mark Meadows’ lack of cooperation in the probe https://t.co/MhrVtZniNT,2021-10-28 18:15:07+00:00,207,[]
1453783745266335753,CNN,"A prominent venture capitalist is under fire for calling new dads ""losers"" if they take months of paternity leave. https://t.co/fWnpv7m7gQ",2021-10-28 18:00:29+00:00,389,[]
1453783738106658819,CNN,Brooklyn's first supertall skyscraper officially reaches its full height. https://t.co/tojy3QtGP9,2021-10-28 18:00:27+00:00,141,[]
1453781121209192452,CNN,"Rates of Covid-19 cases, hospitalizations and deaths have sunk significantly in the US since a wave driven by the highly contagious Delta variant peaked in September. https://t.co/gqXMg6ltkn",2021-10-28 17:50:03+00:00,176,[]
1453779201094529032,CNN,"One person is dead as a result of extreme weather in Jackson County, Mississippi, Wednesday night. https://t.co/9CPVFau0OM",2021-10-28 17:42:26+00:00,107,[]
1453772328089931792,CNN,The great-grandson of the legendary Sitting Bull has been confirmed as his closest living relative using an innovative new DNA technique applied to hair taken from the Native American leader's scalp lock. https://t.co/crv5ziJfaT,2021-10-28 17:15:07+00:00,782,[]
1453768196989890562,CNN,Two families whose loved ones were killed when a helicopter carrying Kobe Bryant and others crashed on a California hillside have reached a tentative settlement over allegedly leaked photos of the scene. https://t.co/7ssRZmBlAN,2021-10-28 16:58:42+00:00,168,[]
1453760444410310661,CNN,"Remains found in a San Bernardino County desert earlier this month belong to Lauren Cho, who went missing in June, authorities said in a news release. https://t.co/yr6IyTshoH",2021-10-28 16:27:54+00:00,499,[]
1453758473892663297,CNN,"From the CNN 5 Things podcast, these are your top stories:

✔️ Biden unveils $1.75T framework for social agenda
✔️ Survey: 27% of parents will immediately give kids Covid-19 shot
✔️ Fossil fuel execs to testify about disinformation and climate 

https://t.co/kfDteqCNKO",2021-10-28 16:20:04+00:00,87,[]
1453757233356017670,CNN,"So, the world is getting a McRib NFT https://t.co/l2LGcK42zQ",2021-10-28 16:15:08+00:00,100,[]
1453757231263109126,CNN,"We know more about the surface of Mars than we do about the sea floor; just over 20% of the ocean bed has been mapped.

These underwater robots are helping to gather data more quickly, cheaply and sustainably. https://t.co/TrDGQ7MBXu",2021-10-28 16:15:08+00:00,125,[]
1453753484361277443,CNN,"Have you ever been banned from a social media site? Follow @LisaLing to find out why one militia leader was banned from all of them. Watch an all-new episode of #ThisIsLife, Sunday at 10 p.m. ET/PT https://t.co/ueFZFwJKuc",2021-10-28 16:00:14+00:00,86,"[{'text': 'ThisIsLife', 'indices': [161, 172]}]"
1453749903461687296,CNN,"Facebook is set to hold a product event on Thursday where it is expected to focus on its big bet on the ""metaverse"" and potentially reveal a new name for the company. https://t.co/XEY17OtOnL",2021-10-28 15:46:01+00:00,164,[]
1453745899650359305,CNN,The framework on President Joe Biden's $1.75 trillion economic and climate agenda calls for paying for the ambitious agenda in part by imposing a surcharge on corporate stock buybacks. https://t.co/Taweml5h5H,2021-10-28 15:30:06+00:00,202,[]
1453743873566691340,CNN,"Merriam-Webster has added 455 new words to the dictionary, including ""fluffernutter"" and ""dad bod."" https://t.co/lsg4TySYxk",2021-10-28 15:22:03+00:00,186,[]
1453738434527260674,CNN,"Are you having a ""bones or no bones"" kind of day? Noodle the pug will help you decide. https://t.co/PNUtzQFVXT",2021-10-28 15:00:26+00:00,378,[]
1453730854925062148,CNN,"A cheap, generically available anti-depressant may reduce the risk of severe Covid-19 disease by close to a third in people at high risk, researchers reported  https://t.co/8bt1c0kD28",2021-10-28 14:30:19+00:00,303,[]
1453723366662180877,CNN,"Today at 12p ET, @CNNBusiness presents Foreseeable Future: Housing Market Madness. Join @christineromans in conversation w/ @BarbaraCorcoran, @GlennKelman (Redfin CEO), @RyanAWms (Cadre Founder &amp; CEO) &amp; @Ddoctorow (https://t.co/eLP32yRAVA CEO). RSVP: https://t.co/roU1u0yic8 https://t.co/1ayo2ZUE4J",2021-10-28 14:00:34+00:00,88,[]
